name,type,diameter_mm,length_mm,din,gost,strength_class,thread,coating,unit_erp,weight_g_per_piece,weight_source,price_supplier,unit_supplier,price_per_piece_rub,price_note,raw
Болт M14x90 DIN 931 ГОСТ 7798-70,Болт,14.0,90.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,139.4,справочник ГОСТ,214.25,кг,29.86645,расчёт: 214.25 руб/кг ÷ 7.2 шт/кг,"Болт 14х 90 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M14x100 DIN 931 ГОСТ 7798-70,Болт,14.0,100.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,154.8,справочник ГОСТ,286,кг,44.2728,расчёт: 286 руб/кг ÷ 6.5 шт/кг,"Болт 14х100 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M14x100 DIN 933 ГОСТ 7798-70,Болт,14.0,100.0,DIN 933,ГОСТ 7798-70,5.8,полная,без покрытия,шт,154.8,справочник ГОСТ,273.96,кг,42.409008,расчёт: 273.96 руб/кг ÷ 6.5 шт/кг,"Болт 14х100 без покрытия DIN 933 ГОСТ 7798-70 КЛ.ПР.5.8 резьба полная, Кг"
Болт M14x160 DIN 931 ГОСТ 7798-70,Болт,14.0,160.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,247.2,справочник ГОСТ,917.53,кг,226.813416,расчёт: 917.53 руб/кг ÷ 4.0 шт/кг,"Болт 14х160 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M14x170 DIN 931 ГОСТ 7798-70,Болт,14.0,170.0,DIN 931,ГОСТ 7798-70,5.8,полная,без покрытия,шт,,,268.84,кг,,,"Болт 14х170 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба полная, Кг"
Болт M20x200 DIN 931 ГОСТ 7798-70,Болт,20.0,200.0,DIN 931,ГОСТ 7798-70,10.9,неполная,без покрытия,шт,739.0,справочник ГОСТ,218,кг,161.102,расчёт: 218 руб/кг ÷ 1.4 шт/кг,"Болт 20х200 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M16x25 DIN 931 ГОСТ 7798-70,Болт,16.0,25.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,,,229.34,кг,,,"Болт 16х 25 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x25 DIN 933 ГОСТ 7798-70 цинк,Болт,16.0,25.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,,,232,кг,,,"Болт 16х 25 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная, Кг"
Болт M16x30 DIN 931 ГОСТ 7798-70,Болт,16.0,30.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,66.0,справочник ГОСТ,252.21,кг,16.64586,расчёт: 252.21 руб/кг ÷ 15.2 шт/кг,"Болт 16х 30 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M16x40 DIN 931 ГОСТ 7798-70,Болт,16.0,40.0,DIN 931,ГОСТ 7798-70,10.9,неполная,без покрытия,шт,87.4,справочник ГОСТ,286,кг,24.9964,расчёт: 286 руб/кг ÷ 11.4 шт/кг,"Болт 16х 40 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M16x45 DIN 931 ГОСТ 7798-70,Болт,16.0,45.0,DIN 931,ГОСТ 7798-70,12.9,неполная,без покрытия,шт,98.1,справочник ГОСТ,319.81,кг,31.373361,расчёт: 319.81 руб/кг ÷ 10.2 шт/кг,"Болт 16х 45 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.12.9 резьба неполная, Кг"
Болт M16x45 DIN 933 ГОСТ 7798-70,Болт,16.0,45.0,DIN 933,ГОСТ 7798-70,10.9,полная,без покрытия,шт,98.1,справочник ГОСТ,283.74,кг,27.834894,расчёт: 283.74 руб/кг ÷ 10.2 шт/кг,"Болт 16х 45 без покрытия DIN 933 ГОСТ 7798-70 кл.пр.10.9 резьба полная, Кг"
Болт M16x50 DIN 931 ГОСТ 7798-70,Болт,16.0,50.0,DIN 931,ГОСТ 7798-70,10.9,неполная,без покрытия,шт,108.8,справочник ГОСТ,255.21,кг,27.766848,расчёт: 255.21 руб/кг ÷ 9.2 шт/кг,"Болт 16х 50 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M16x50 DIN 933 ГОСТ 7798-70,Болт,16.0,50.0,DIN 933,ГОСТ 7798-70,10.9,полная,без покрытия,шт,108.8,справочник ГОСТ,276.44,кг,30.076672,расчёт: 276.44 руб/кг ÷ 9.2 шт/кг,"Болт 16х 50 без покрытия DIN 933 ГОСТ 7798-70 кл.пр.10.9 резьба полная, Кг"
Болт M16x55 DIN 931 ГОСТ 7798-70,Болт,16.0,55.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,119.5,справочник ГОСТ,257.4,кг,30.7593,расчёт: 257.4 руб/кг ÷ 8.4 шт/кг,"Болт 16х 55 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M16x60 DIN 931 ГОСТ 7798-70,Болт,16.0,60.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,130.2,справочник ГОСТ,257.4,кг,33.51348,расчёт: 257.4 руб/кг ÷ 7.7 шт/кг,"Болт 16х 60 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M16x60 DIN 933 ГОСТ 7798-70,Болт,16.0,60.0,DIN 933,ГОСТ 7798-70,5.8,полная,без покрытия,шт,130.2,справочник ГОСТ,199.14,кг,25.928028,расчёт: 199.14 руб/кг ÷ 7.7 шт/кг,"Болт 16х 60 без покрытия DIN 933 ГОСТ 7798-70 КЛ.ПР.5.8 резьба полная, Кг"
Болт M16x70 DIN 931 ГОСТ 7798-70,Болт,16.0,70.0,DIN 931,ГОСТ 7798-70,10.9,неполная,без покрытия,шт,151.6,справочник ГОСТ,282.5,кг,42.827,расчёт: 282.5 руб/кг ÷ 6.6 шт/кг,"Болт 16х 70 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M16x70 DIN 933 ГОСТ 7798-70,Болт,16.0,70.0,DIN 933,ГОСТ 7798-70,8.8,полная,без покрытия,шт,151.6,справочник ГОСТ,177.27,кг,26.874132,расчёт: 177.27 руб/кг ÷ 6.6 шт/кг,"Болт 16х 70 без покрытия DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная, Кг"
Болт M16x75 DIN 931 ГОСТ 7798-70,Болт,16.0,75.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,162.3,справочник ГОСТ,287.67,кг,46.688841,расчёт: 287.67 руб/кг ÷ 6.2 шт/кг,"Болт 16х 75 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M16x80 DIN 931 ГОСТ 7798-70,Болт,16.0,80.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,173.0,справочник ГОСТ,217.5,кг,37.6275,расчёт: 217.5 руб/кг ÷ 5.8 шт/кг,"Болт 16х 80 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x80 DIN 933 ГОСТ 7798-70,Болт,16.0,80.0,DIN 933,ГОСТ 7798-70,8.8,полная,без покрытия,шт,173.0,справочник ГОСТ,258.53,кг,44.72569,расчёт: 258.53 руб/кг ÷ 5.8 шт/кг,"Болт 16х 80 без покрытия DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная, Кг"
Болт M16x85 DIN 931 ГОСТ 7798-70,Болт,16.0,85.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,,,200.2,кг,,,"Болт 16х 85 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x90 DIN 931 ГОСТ 7798-70,Болт,16.0,90.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,194.4,справочник ГОСТ,243.1,кг,47.25864,расчёт: 243.1 руб/кг ÷ 5.1 шт/кг,"Болт 16х 90 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M16x90 DIN 933 ГОСТ 7798-70,Болт,16.0,90.0,DIN 933,ГОСТ 7798-70,8.8,полная,без покрытия,шт,194.4,справочник ГОСТ,257.4,кг,50.03856,расчёт: 257.4 руб/кг ÷ 5.1 шт/кг,"Болт 16х 90 без покрытия DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная, Кг"
Болт M16x100 DIN 931 ГОСТ 7798-70,Болт,16.0,100.0,DIN 931,ГОСТ 7798-70,10.9,неполная,без покрытия,шт,215.8,справочник ГОСТ,231,кг,49.8498,расчёт: 231 руб/кг ÷ 4.6 шт/кг,"Болт 16х100 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M16x100 DIN 933 ГОСТ 7798-70,Болт,16.0,100.0,DIN 933,ГОСТ 7798-70,10.9,полная,без покрытия,шт,215.8,справочник ГОСТ,319,кг,68.8402,расчёт: 319 руб/кг ÷ 4.6 шт/кг,"Болт 16х100 без покрытия DIN 933 ГОСТ 7798-70 кл.пр.10.9 резьба полная, Кг"
Болт M16x110 DIN 931 ГОСТ 7798-70,Болт,16.0,110.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,237.2,справочник ГОСТ,177.19,кг,42.029468,расчёт: 177.19 руб/кг ÷ 4.2 шт/кг,"Болт 16х110 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M16x110 DIN 933 ГОСТ 7798-70,Болт,16.0,110.0,DIN 933,ГОСТ 7798-70,10.9,полная,без покрытия,шт,237.2,справочник ГОСТ,282.5,кг,67.009,расчёт: 282.5 руб/кг ÷ 4.2 шт/кг,"Болт 16х110 без покрытия DIN 933 ГОСТ 7798-70 кл.пр.10.9 резьба полная, Кг"
Болт M16x120 DIN 933 ГОСТ 7798-70,Болт,16.0,120.0,DIN 933,ГОСТ 7798-70,10.9,полная,без покрытия,шт,258.6,справочник ГОСТ,282.05,кг,72.93813,расчёт: 282.05 руб/кг ÷ 3.9 шт/кг,"Болт 16х120 без покрытия DIN 933 ГОСТ 7798-70 кл.пр.10.9 резьба полная, Кг"
Болт M16x130 DIN 931 ГОСТ 7798-70,Болт,16.0,130.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,280.0,справочник ГОСТ,200.2,кг,56.056,расчёт: 200.2 руб/кг ÷ 3.6 шт/кг,"Болт 16х130 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x130 DIN 933 ГОСТ 7798-70,Болт,16.0,130.0,DIN 933,ГОСТ 7798-70,10.9,полная,без покрытия,шт,280.0,справочник ГОСТ,377,кг,105.56,расчёт: 377 руб/кг ÷ 3.6 шт/кг,"Болт 16х130 без покрытия DIN 933 ГОСТ 7798-70 кл.пр.10.9 резьба полная, Кг"
Болт M16x150 DIN 931 ГОСТ 7798-70,Болт,16.0,150.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,322.8,справочник ГОСТ,188.82,кг,60.951096,расчёт: 188.82 руб/кг ÷ 3.1 шт/кг,"Болт 16х150 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M16x150 DIN 933 ГОСТ 7798-70,Болт,16.0,150.0,DIN 933,ГОСТ 7798-70,5.8,полная,без покрытия,шт,322.8,справочник ГОСТ,346.5,кг,111.8502,расчёт: 346.5 руб/кг ÷ 3.1 шт/кг,"Болт 16х150 без покрытия DIN 933 ГОСТ 7798-70 КЛ.ПР.5.8 резьба полная, Кг"
Болт M16x160 DIN 931 ГОСТ 7798-70,Болт,16.0,160.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,344.2,справочник ГОСТ,211,кг,72.6262,расчёт: 211 руб/кг ÷ 2.9 шт/кг,"Болт 16х160 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x180 DIN 931 ГОСТ 7798-70,Болт,16.0,180.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,387.0,справочник ГОСТ,214.64,кг,83.06568,расчёт: 214.64 руб/кг ÷ 2.6 шт/кг,"Болт 16х180 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M16x200 DIN 931 ГОСТ 7798-70,Болт,16.0,200.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,429.8,справочник ГОСТ,217.5,кг,93.4815,расчёт: 217.5 руб/кг ÷ 2.3 шт/кг,"Болт 16х200 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x220 DIN 931 ГОСТ 7798-70,Болт,16.0,220.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,472.6,справочник ГОСТ,220.15,кг,104.04289,расчёт: 220.15 руб/кг ÷ 2.1 шт/кг,"Болт 16х220 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x240 DIN 931 ГОСТ 7798-70,Болт,16.0,240.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,515.4,справочник ГОСТ,257.4,кг,132.66396,расчёт: 257.4 руб/кг ÷ 1.9 шт/кг,"Болт 16х240 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x240 DIN 933 ГОСТ 7798-70,Болт,16.0,240.0,DIN 933,ГОСТ 7798-70,5.8,полная,без покрытия,шт,515.4,справочник ГОСТ,328.9,кг,169.51506,расчёт: 328.9 руб/кг ÷ 1.9 шт/кг,"Болт 16х240 без покрытия DIN 933 ГОСТ 7798-70 КЛ.ПР.5.8 резьба полная, Кг"
Болт M16x300 DIN 931 ГОСТ 7798-70,Болт,16.0,300.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,,,519.75,кг,,,"Болт 16х300 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M18x65 DIN 931 ГОСТ 7798-70,Болт,18.0,65.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,191.0,справочник ГОСТ,231.12,кг,44.14392,расчёт: 231.12 руб/кг ÷ 5.2 шт/кг,"Болт 18х 65 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M18x70 DIN 931 ГОСТ 7798-70,Болт,18.0,70.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,205.0,справочник ГОСТ,246.4,кг,50.512,расчёт: 246.4 руб/кг ÷ 4.9 шт/кг,"Болт 18х 70 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M18x75 DIN 931 ГОСТ 7798-70,Болт,18.0,75.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,,,504.5,кг,,,"Болт 18х 75 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M18x80 DIN 931 ГОСТ 7798-70,Болт,18.0,80.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,233.0,справочник ГОСТ,290,кг,67.57,расчёт: 290 руб/кг ÷ 4.3 шт/кг,"Болт 18х 80 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M18x90 DIN 931 ГОСТ 7798-70,Болт,18.0,90.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,261.0,справочник ГОСТ,308,кг,80.388,расчёт: 308 руб/кг ÷ 3.8 шт/кг,"Болт 18х 90 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M18x110 DIN 931 ГОСТ 7798-70,Болт,18.0,110.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,317.0,справочник ГОСТ,193.26,кг,61.26342,расчёт: 193.26 руб/кг ÷ 3.2 шт/кг,"Болт 18х110 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M18x120 DIN 931 ГОСТ 7798-70,Болт,18.0,120.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,345.0,справочник ГОСТ,269.87,кг,93.10515,расчёт: 269.87 руб/кг ÷ 2.9 шт/кг,"Болт 18х120 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M18x130 DIN 931 ГОСТ 7798-70,Болт,18.0,130.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,373.0,справочник ГОСТ,257.4,кг,96.0102,расчёт: 257.4 руб/кг ÷ 2.7 шт/кг,"Болт 18х130 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M18x160 DIN 931 ГОСТ 7798-70,Болт,18.0,160.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,457.0,справочник ГОСТ,232.19,кг,106.11083,расчёт: 232.19 руб/кг ÷ 2.2 шт/кг,"Болт 18х160 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M18x180 DIN 931 ГОСТ 7798-70,Болт,18.0,180.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,513.0,справочник ГОСТ,211.6,кг,108.5508,расчёт: 211.6 руб/кг ÷ 1.9 шт/кг,"Болт 18х180 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M18x200 DIN 931 ГОСТ 7798-70,Болт,18.0,200.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,569.0,справочник ГОСТ,391.5,кг,222.7635,расчёт: 391.5 руб/кг ÷ 1.8 шт/кг,"Болт 18х200 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M20x30 DIN 931 ГОСТ 7798-70,Болт,20.0,30.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,,,308,кг,,,"Болт 20х 30 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
